"age","prior_job_count","department","proportion_401K","starting_salary","separated_ny","days_to_separate","job_level"
42.36,17,"customer_service",0.99,84988,0,74.76,"C"
44.36,8,"human_resources",0.26,88382,1,1,"B"
45.51,7,"customer_service",0.02,90825,0,12.63,"A"
45.11,6,"customer_service",0.72,90362,0,75.4,"E"
44.19,3,"customer_service",0.22,88491,0,42.9,"C"
50.19,7,"customer_service",0.47,100465,0,93.09,"E"
46.89,1,"customer_service",0.14,94108,0,50.89,"C"
44.4,11,"human_resources",0.61,88728,1,1,"C"
47.8,12,"customer_service",0.01,95246,0,22.31,"B"
51.01,12,"human_resources",0.97,102083,1,1,"D"
42.46,9,"human_resources",0.99,85096,1,1,"D"
45.54,12,"customer_service",0.65,91271,0,5.9,"E"
38.03,8,"it_support",0.74,75591,0,9.47,"C"
46.33,6,"human_resources",0.45,92517,1,1,"E"
47.2,5,"it_support",0.68,93986,0,8.18,"A"
35.47,11,"human_resources",0.12,70793,0,1,"A"
40.76,8,"human_resources",0.9,81291,0,1,"B"
45.95,8,"human_resources",0.59,92036,1,1,"E"
39.79,10,"human_resources",0.2,79897,1,1,"C"
45.95,8,"customer_service",0.02,92111,0,14.44,"E"
43.12,11,"human_resources",0.05,86033,0,1,"B"
43.87,5,"human_resources",0.99,87476,0,1,"A"
45.67,4,"human_resources",0.77,91323,0,1,"E"
44.37,9,"human_resources",0.87,89053,0,1,"B"
47.23,10,"customer_service",0.92,94371,0,16.62,"C"
47.25,3,"it_support",0.74,94534,0,3.58,"D"
42.05,11,"human_resources",0.81,84597,1,1,"A"
52.2,7,"human_resources",0,104536,0,1,"A"
41.07,4,"it_support",0.68,82490,0,5.72,"A"
48.03,13,"customer_service",0.26,95890,0,39.86,"D"
50.48,8,"human_resources",0.07,100943,0,1,"A"
53.05,12,"customer_service",0.55,105899,0,92.35,"B"
46.19,7,"customer_service",0.68,91899,1,16.29,"E"
39.34,9,"customer_service",0.91,78797,0,6.31,"B"
44.53,6,"human_resources",0.79,89526,0,1,"A"
36.68,10,"customer_service",0.19,73161,0,16.23,"B"
48.14,10,"human_resources",0.64,96688,0,1,"A"
48.51,5,"human_resources",0.76,97289,0,1,"B"
48.44,16,"it_support",0.98,97298,0,3.12,"A"
46.87,8,"human_resources",1,94026,1,1,"C"
49.07,6,"it_support",0.8,97730,0,7.84,"A"
35.39,7,"customer_service",0.58,71253,1,38.85,"A"
45.62,5,"human_resources",0.95,91390,0,1,"C"
50.26,5,"it_support",0.33,100656,1,5.4,"C"
46.49,9,"it_support",0,92813,0,1.13,"A"
44.71,10,"customer_service",0.01,89454,0,50.6,"E"
51.57,12,"human_resources",0.54,102786,0,1,"C"
39.39,9,"customer_service",0.4,79221,0,60.5,"B"
53.42,7,"customer_service",0.68,106823,1,5.39,"A"
42.77,17,"human_resources",0.08,85523,1,1,"E"
49,6,"it_support",0.03,97672,1,1.87,"E"
34.07,9,"customer_service",0.98,67802,0,43.84,"D"
38.54,10,"customer_service",0.65,77159,0,1.13,"B"
41.46,13,"customer_service",0.55,82721,0,43.59,"A"
45.44,4,"it_support",0.01,90674,0,0.5,"D"
48.16,10,"human_resources",0.64,96497,1,1,"B"
43.65,6,"it_support",0.79,86980,0,7.59,"E"
43.98,9,"human_resources",0.86,88273,1,1,"E"
49.09,4,"human_resources",0.69,98272,1,1,"A"
44.97,5,"it_support",0.07,89818,0,1.45,"A"
48.07,8,"human_resources",0.97,96421,1,1,"D"
46.73,3,"customer_service",0.02,93658,1,2.88,"D"
51.33,11,"human_resources",1,102810,0,1,"B"
45.38,14,"human_resources",1,90700,0,1,"D"
44.99,9,"customer_service",0.93,90293,0,22.71,"E"
44.39,14,"human_resources",0.25,88695,0,1,"E"
43.7,13,"customer_service",0.38,87185,0,52.92,"B"
42.39,6,"human_resources",0.16,84413,0,1,"D"
44.47,6,"human_resources",0.01,89252,0,1,"D"
42.53,10,"it_support",0.11,84704,0,8.5,"A"
39.29,11,"human_resources",0.04,79042,1,1,"B"
35.24,3,"customer_service",0.98,70495,0,108.94,"B"
42.9,10,"human_resources",0.99,85952,1,1,"D"
37.35,8,"customer_service",0.24,74253,0,77.64,"B"
46,4,"customer_service",0.25,92050,0,12.63,"E"
44.44,9,"human_resources",0.31,88902,1,1,"A"
45.66,10,"customer_service",0.58,91443,0,30.96,"C"
40.7,8,"customer_service",0.23,80525,0,12,"C"
43.75,7,"customer_service",0.27,87102,0,34.67,"C"
44.67,8,"human_resources",0.87,89331,1,1,"D"
51.87,14,"human_resources",0.96,103485,0,1,"B"
47.14,10,"human_resources",0.43,94640,1,1,"C"
47.09,8,"human_resources",1,94574,0,1,"D"
38.5,7,"human_resources",0.91,76868,1,1,"A"
38.23,10,"it_support",0.26,76224,0,10.42,"A"
46.23,10,"customer_service",0.91,92417,0,17.66,"A"
51.91,4,"human_resources",0,103657,1,1,"C"
46.23,10,"it_support",1,92721,1,3.91,"B"
45.03,12,"customer_service",0.6,90122,0,4.46,"E"
47.07,12,"customer_service",0.97,94261,0,133.12,"D"
44.28,9,"human_resources",0.05,88222,1,1,"A"
47.8,3,"human_resources",0.83,95919,0,1,"C"
42.91,3,"human_resources",0.31,86458,1,1,"C"
43.42,5,"customer_service",0.94,86579,0,4.99,"D"
47.41,5,"human_resources",0.76,94742,1,1,"D"
47.69,7,"human_resources",0.32,95505,1,1,"C"
40.53,12,"human_resources",0.03,80926,0,1,"D"
43.28,5,"human_resources",0.28,85767,0,1,"D"
46.4,6,"customer_service",0,92986,0,17.61,"D"
45.1,13,"it_support",0.18,90367,1,4.4,"B"
47.74,11,"it_support",0.87,95552,0,5.58,"A"
49.82,9,"customer_service",0.26,99458,0,77.69,"C"
42.36,9,"human_resources",0.01,84420,1,1,"A"
43.37,9,"human_resources",0.01,87115,0,1,"B"
42.43,7,"it_support",0.62,84569,0,3.65,"A"
55.6,5,"human_resources",0.02,111017,1,1,"C"
51.16,5,"human_resources",1,101923,1,1,"D"
44.58,8,"it_support",0,89377,0,6.54,"E"
41.12,6,"it_support",0.18,82522,0,5.5,"C"
45.5,13,"customer_service",0.7,90753,0,3.07,"C"
49.5,9,"it_support",0.58,98715,1,3.88,"D"
44.78,8,"customer_service",0.99,90154,0,119.96,"E"
45.62,10,"customer_service",0.41,91218,0,76.9,"B"
46.22,8,"human_resources",0.9,92303,0,1,"D"
50.02,13,"customer_service",0.87,100091,0,7.96,"B"
47.38,10,"it_support",0.07,94348,0,7.1,"A"
41.6,6,"it_support",0.6,82822,0,17.24,"C"
47.55,9,"human_resources",0.94,94610,1,1,"D"
52.65,12,"human_resources",0.05,105536,0,1,"B"
45.71,11,"human_resources",0.99,91407,1,1,"A"
47.83,13,"customer_service",0,95639,0,119.14,"B"
51.89,11,"it_support",0.04,103577,0,3.97,"B"
44.88,13,"human_resources",0.86,89215,1,1,"E"
54.49,12,"customer_service",0.84,109185,0,95.95,"C"
48.31,18,"human_resources",0.03,97043,1,1,"E"
45.33,8,"human_resources",1,90399,0,1,"D"
42.97,9,"customer_service",0.13,85934,1,35.85,"E"
52.49,12,"human_resources",0.54,104913,0,1,"A"
48.06,7,"human_resources",0.07,95506,1,1,"D"
47.89,10,"it_support",0.31,95824,0,1.93,"D"
43.9,9,"human_resources",1,87771,1,1,"B"
48.05,9,"it_support",0.92,96281,0,4.94,"E"
44.7,12,"it_support",0.68,89618,0,7.28,"B"
51.82,9,"human_resources",0.9,103893,1,1,"E"
47.43,10,"it_support",0.9,94760,0,7.28,"A"
49.06,13,"it_support",0.99,98543,0,12.99,"D"
49.32,12,"it_support",0.37,98259,0,15.15,"D"
41.31,8,"human_resources",0.99,82637,0,1,"B"
42.74,7,"human_resources",0.94,85516,1,1,"B"
42.96,6,"human_resources",0.95,85807,1,1,"D"
43.83,5,"human_resources",0.5,87356,0,1,"E"
49.47,9,"customer_service",0.81,98951,0,57.92,"A"
43.11,7,"customer_service",0.91,86371,0,1.44,"B"
41.72,3,"customer_service",0.37,84060,1,7.32,"E"
38.65,7,"customer_service",0.64,77629,0,55.2,"C"
45.94,5,"human_resources",0.03,92141,1,1,"B"
45.04,4,"customer_service",0.92,90111,0,10.07,"C"
49.83,6,"customer_service",0.01,99724,0,58.25,"A"
48.08,11,"it_support",0.94,95591,1,1.51,"D"
40.84,6,"it_support",0.84,81659,0,13.26,"A"
47.38,8,"it_support",0.1,94614,0,3.58,"C"
43.44,6,"human_resources",0.97,86703,1,1,"A"
44.4,10,"human_resources",0.18,88977,1,1,"E"
47.85,11,"human_resources",0.98,94992,1,1,"E"
46.57,11,"it_support",0.66,93708,0,6.29,"D"
39.14,9,"human_resources",0.69,78581,1,1,"E"
45.3,9,"customer_service",0.66,91024,1,2.32,"B"
35.41,1,"customer_service",0.56,70920,1,1.38,"C"
49.07,10,"human_resources",0.01,97803,1,1,"D"
47.76,8,"human_resources",0.82,95847,0,1,"A"
48.74,6,"it_support",0.82,97700,0,9.19,"E"
38.53,5,"human_resources",0.99,76950,0,1,"C"
44.04,8,"human_resources",0.27,87906,0,1,"A"
41.28,8,"customer_service",0.26,82332,0,3.38,"E"
42.46,6,"customer_service",0.72,84959,0,70.94,"B"
41.39,18,"human_resources",1,82401,1,1,"A"
47.18,8,"human_resources",0.03,94116,1,1,"B"
49.85,12,"it_support",0.4,99911,0,11.94,"D"
49.87,11,"it_support",0.84,99980,0,7.5,"E"
49.48,16,"human_resources",0.7,99700,1,1,"E"
49.68,15,"human_resources",0.59,99571,1,1,"B"
38.14,8,"human_resources",0.31,76773,0,1,"B"
36.01,7,"human_resources",0.83,72378,1,1,"C"
51.69,11,"customer_service",0.11,103037,0,292.3,"A"
50.26,9,"it_support",0.93,100346,0,5.62,"D"
41.95,4,"human_resources",0.95,83643,0,1,"E"
46.1,9,"it_support",0.31,92147,0,2.69,"E"
38.61,10,"human_resources",0.96,77230,1,1,"B"
47.07,12,"human_resources",0.37,94511,0,1,"B"
45.32,8,"customer_service",0.95,90915,0,45.26,"E"
42.7,6,"human_resources",0.02,85497,1,1,"A"
49.87,8,"human_resources",0.98,100362,0,1,"A"
42.96,10,"human_resources",0.98,86413,1,1,"D"
45.89,13,"customer_service",0.34,92004,0,55.9,"D"
49.06,10,"it_support",0.16,97856,0,8.08,"A"
52.11,9,"human_resources",0.02,103957,0,1,"D"
45.08,10,"human_resources",0.59,90383,0,1,"B"
42.14,4,"human_resources",0.75,84476,1,1,"B"
40.5,6,"customer_service",0.99,81001,0,22.15,"C"
44.43,10,"it_support",0,89499,0,5.37,"E"
45.06,6,"human_resources",0.94,90331,0,1,"C"
38.82,6,"customer_service",1,77823,0,55.38,"B"
48.83,12,"human_resources",0.99,97509,0,1,"B"
43.87,8,"customer_service",0.27,87726,0,54.54,"B"
49.97,14,"human_resources",0.97,99520,0,1,"B"
55.38,14,"customer_service",0.72,110209,0,59.76,"A"
40.52,8,"it_support",0.48,81022,0,5.63,"C"
48.64,5,"human_resources",0.57,97511,1,1,"E"
48.9,10,"customer_service",0.56,97840,0,0.84,"A"
43.15,11,"customer_service",0.9,86919,0,130.85,"C"
50.69,7,"human_resources",0.68,101342,1,1,"D"
45.42,10,"human_resources",0.05,91261,0,1,"D"
50.05,8,"human_resources",0.39,100150,1,1,"B"
51.34,15,"human_resources",0.86,102699,0,1,"A"
40.95,6,"customer_service",0.39,82015,0,64.23,"E"
42.99,10,"human_resources",0.44,86002,0,1,"E"
51.21,11,"human_resources",0.66,102662,1,1,"E"
44,14,"it_support",0.58,88103,0,3.23,"C"
41.03,5,"human_resources",0.95,82207,0,1,"B"
39.65,9,"customer_service",0.01,79486,0,173.85,"E"
46.59,15,"human_resources",0,93425,1,1,"C"
57.37,15,"customer_service",0.34,114941,0,1.62,"D"
42.02,10,"human_resources",0.67,83791,1,1,"A"
47.02,7,"human_resources",1,93812,1,1,"A"
37.94,8,"human_resources",0.82,76093,0,1,"C"
45.58,10,"human_resources",0.83,91426,0,1,"B"
42.65,8,"human_resources",0.13,85630,1,1,"A"
42.92,6,"it_support",0.89,85553,0,6.6,"D"
50,9,"customer_service",0.66,99387,0,22.65,"B"
47.57,10,"customer_service",0.03,94995,0,37.12,"D"
47.01,15,"human_resources",1,94274,1,1,"B"
37.5,13,"human_resources",0.12,75237,0,1,"E"
41.15,2,"human_resources",0.54,81803,1,1,"A"
45.03,8,"human_resources",0.9,90077,1,1,"E"
43.27,16,"it_support",0,86486,0,9.3,"B"
44.2,13,"customer_service",0.94,88518,0,28.36,"E"
39.98,10,"customer_service",0.58,79866,0,12.47,"A"
49.73,10,"it_support",0.94,100023,1,5.25,"C"
44.67,6,"human_resources",0.41,89453,0,1,"D"
45.69,7,"it_support",0.62,91356,0,8.28,"E"
53.04,2,"human_resources",0.34,106062,1,1,"E"
44.54,8,"customer_service",0.89,89352,0,73.85,"B"
48.36,5,"customer_service",0.09,96323,1,11.14,"E"
44.96,9,"human_resources",0.45,90061,1,1,"C"
46.17,16,"human_resources",0.52,92442,1,1,"E"
47.85,13,"customer_service",0.54,95775,0,190.77,"B"
39.9,9,"human_resources",0.23,79947,1,1,"B"
46.74,16,"it_support",0.72,93992,1,3.75,"C"
43.89,10,"it_support",0.39,87795,0,8.02,"A"
40.28,8,"it_support",1,80042,0,7.77,"A"
38.48,8,"human_resources",0.91,77065,0,1,"E"
39.64,0,"customer_service",0.67,79465,0,204.19,"B"
48.38,15,"human_resources",0.98,96798,0,1,"B"
46.85,5,"human_resources",0.95,93687,0,1,"A"
41.33,4,"it_support",0.76,83181,0,4.17,"A"
41.23,8,"it_support",0.7,82304,0,2.34,"C"
44.79,9,"human_resources",0.2,89818,0,1,"D"
42.11,4,"customer_service",0.3,84398,0,49.21,"D"
45.34,6,"customer_service",0.45,90068,0,16.35,"A"
42.06,8,"customer_service",0.27,84406,0,9.03,"E"
43.41,9,"human_resources",0.67,86543,1,1,"C"
46.09,9,"customer_service",0.1,92491,0,58.71,"A"
41.87,12,"it_support",0.42,83370,0,3.04,"C"
42.64,10,"it_support",0.96,85723,0,6.96,"D"
44.64,9,"customer_service",0.48,89466,0,207.32,"E"
37.03,5,"human_resources",1,74481,0,1,"B"
45.7,8,"human_resources",0.99,91161,1,1,"D"
42.21,9,"human_resources",0.62,84978,1,1,"E"
50.2,11,"human_resources",0.09,100430,1,1,"B"
44.11,3,"human_resources",0.99,88004,0,1,"C"
39.51,4,"customer_service",0.98,79179,1,31.63,"C"
42.04,8,"it_support",0,83898,1,5.44,"D"
46.57,7,"human_resources",0.92,92921,1,1,"A"
50.28,7,"human_resources",0.25,100868,1,1,"A"
39.34,12,"human_resources",0,78897,1,1,"A"
47.4,11,"customer_service",0.9,94488,0,3.56,"A"
47.95,8,"human_resources",1,96219,0,1,"D"
46.59,7,"human_resources",0.88,93186,0,1,"D"
38.46,11,"customer_service",0.13,76472,0,78.25,"A"
37.82,9,"human_resources",0.98,75867,0,1,"D"
46.8,14,"human_resources",0.72,94108,1,1,"C"
49.46,8,"customer_service",1,98774,0,0.8,"C"
43.42,10,"human_resources",0.72,86471,0,1,"B"
43.94,9,"customer_service",0.63,88242,0,45.48,"E"
43.84,10,"customer_service",0.97,87553,0,28.96,"B"
49.33,7,"human_resources",0.02,98970,0,1,"B"
45.51,14,"customer_service",0.16,90873,0,60.23,"A"
47.3,9,"customer_service",0.86,94770,0,8.96,"A"
48,7,"it_support",0.02,95469,0,8.96,"D"
46.84,11,"human_resources",0.94,93572,0,1,"D"
44.35,12,"human_resources",0.99,88572,0,1,"E"
48.53,7,"customer_service",0.91,97227,0,57.15,"C"
42.87,6,"human_resources",0.99,85790,0,1,"C"
43.36,16,"human_resources",1,86493,0,1,"B"
48.5,8,"human_resources",0.85,96711,1,1,"C"
37.95,10,"customer_service",0.68,75586,0,67.74,"A"
39.92,11,"human_resources",0.74,79893,1,1,"A"
45.3,4,"human_resources",0.81,90618,0,1,"C"
44.79,11,"it_support",0.86,89911,1,1.54,"E"
43.21,9,"human_resources",0.78,86258,0,1,"E"
49.39,11,"it_support",0.25,98532,0,3.1,"D"
45.58,10,"human_resources",0.41,90806,0,1,"E"
44.7,12,"human_resources",0.92,89369,0,1,"C"
41.78,13,"human_resources",0.37,83070,0,1,"E"
49.74,10,"human_resources",0.6,99389,1,1,"C"
42.93,10,"human_resources",1,85431,0,1,"E"
41.33,8,"customer_service",0.97,82537,0,19.14,"C"
43.27,6,"customer_service",0,87140,0,98.32,"D"
45.16,10,"customer_service",0.87,90148,1,4.76,"A"
41.53,7,"customer_service",0.43,82781,0,39.66,"C"
43.57,7,"customer_service",0.92,87234,0,32.79,"B"
44.31,12,"human_resources",0.16,88463,1,1,"E"
44.01,7,"customer_service",0.82,87814,0,91.48,"A"
51.23,8,"human_resources",0.95,102703,0,1,"E"
48.48,4,"customer_service",0.03,97005,1,13.28,"B"
49.33,6,"human_resources",0.96,98680,1,1,"E"
42.29,7,"customer_service",0.69,84533,0,56.12,"D"
43.62,5,"human_resources",0.16,86752,0,1,"B"
44.38,6,"it_support",0.98,88969,0,1.44,"A"
43.29,6,"customer_service",0.28,87014,0,64.61,"B"
46.54,4,"human_resources",0.86,93005,1,1,"B"
46.19,13,"human_resources",0.69,92987,0,1,"E"
44.54,12,"it_support",0.32,89487,0,8.42,"E"
49.97,17,"human_resources",0.99,99754,1,1,"B"
49.55,9,"it_support",0,98512,0,10.25,"D"
44.21,10,"human_resources",0.71,88226,0,1,"D"
46.98,13,"customer_service",0.73,94259,0,40.7,"E"
45.93,7,"it_support",0.16,91721,0,6.88,"B"
42.71,10,"customer_service",0.57,85326,0,31.91,"E"
53.61,10,"it_support",0.94,107759,0,6.88,"E"
38.79,7,"human_resources",0.94,77616,1,1,"A"
44.09,8,"customer_service",0.81,88802,0,104.84,"C"
43.28,8,"customer_service",0.84,86561,0,92.32,"A"
45.76,10,"customer_service",0.86,91433,0,46.98,"C"
37.14,10,"it_support",0.99,74176,1,2.01,"D"
47.79,8,"human_resources",0.93,95231,0,1,"D"
49.2,11,"customer_service",0.04,98547,1,49.3,"D"
45.92,8,"human_resources",0.6,92012,0,1,"A"
41.16,12,"human_resources",0.68,81988,1,1,"D"
44.19,13,"human_resources",0.19,88055,0,1,"C"
42.38,9,"human_resources",0.18,84715,1,1,"A"
45.38,12,"human_resources",0.87,90951,0,1,"C"
48.83,10,"customer_service",1,97880,0,3.11,"A"
49.97,8,"human_resources",0.62,99359,0,1,"A"
44.77,15,"human_resources",0.95,89052,1,1,"E"
42.46,6,"human_resources",0.7,84692,1,1,"E"
44.79,12,"it_support",0.66,89617,1,7.16,"B"
49.65,15,"human_resources",0.64,99117,0,1,"C"
38.52,12,"human_resources",0.4,77025,1,1,"C"
46.2,9,"human_resources",0.19,92695,0,1,"D"
46.82,7,"human_resources",0.11,93030,0,1,"E"
47.55,15,"customer_service",0.97,95254,0,127.11,"E"
43.59,8,"human_resources",0.04,87138,0,1,"D"
46.56,8,"customer_service",0.64,93182,0,120.42,"B"
40.12,7,"it_support",0.33,80380,0,6.49,"B"
44.55,12,"customer_service",0.69,89103,0,20.41,"B"
45.53,9,"human_resources",0.96,91244,1,1,"B"
48.9,6,"human_resources",0.79,98194,0,1,"D"
35.58,4,"human_resources",0.74,71161,1,1,"D"
43.23,12,"human_resources",0.93,85890,1,1,"D"
47.76,12,"customer_service",1,95191,0,10.64,"E"
44,11,"customer_service",0.21,87435,0,16.68,"E"
34.78,6,"human_resources",0.84,69502,0,1,"C"
42.84,7,"customer_service",0.33,85615,0,66.63,"B"
46.76,5,"human_resources",0.15,94101,1,1,"C"
51.51,13,"human_resources",0.13,103174,1,1,"D"
47.49,11,"it_support",0.4,95262,0,4.63,"E"
49.06,13,"customer_service",0.4,98177,0,100.32,"C"
47.09,8,"human_resources",0.96,94115,0,1,"A"
50.26,15,"human_resources",0.07,100174,0,1,"C"
43.03,8,"human_resources",0.83,86256,0,1,"B"
42.28,10,"human_resources",0.04,84250,1,1,"B"
42.42,10,"it_support",0.58,84311,0,4.28,"C"
43.26,7,"customer_service",0.68,86498,0,18.46,"B"
52.14,8,"it_support",1,104188,0,3.06,"B"
47,11,"human_resources",0.95,94291,1,1,"B"
39.36,7,"human_resources",0,78795,1,1,"E"
33.99,3,"human_resources",0.64,68383,0,1,"D"
48.35,6,"customer_service",0.7,96460,0,10.44,"A"
46,15,"customer_service",0.39,92129,0,32.66,"E"
47.45,5,"it_support",1,95223,0,10.59,"B"
42.1,5,"human_resources",0.87,84116,1,1,"E"
43.16,8,"human_resources",0.87,86015,0,1,"E"
51.6,8,"it_support",0.56,103283,0,5.93,"C"
44.46,12,"it_support",0.42,88502,0,1.67,"A"
38.82,9,"human_resources",0.03,77838,0,1,"E"
54.69,8,"customer_service",0.95,109278,1,18.32,"D"
42.6,7,"human_resources",0.05,85192,1,1,"A"
48.7,10,"human_resources",0.96,97161,1,1,"B"
40.78,5,"customer_service",0.44,81399,0,5.2,"A"
43.84,10,"customer_service",0.29,87294,0,102.61,"C"
44.77,11,"human_resources",0.73,89285,0,1,"B"
45.58,12,"customer_service",0.51,90741,0,43.91,"E"
37.23,12,"it_support",0,74369,0,14.66,"B"
42.46,13,"customer_service",0.17,85108,0,10.65,"B"
47.82,6,"human_resources",0.87,95504,0,1,"D"
47.26,13,"human_resources",0.4,94555,0,1,"B"
42.36,16,"human_resources",0.87,85319,1,1,"B"
42.83,11,"customer_service",0.56,85315,0,48.96,"D"
42.52,9,"customer_service",0.85,84734,0,18.52,"B"
47.79,16,"customer_service",0,95594,0,43.62,"C"
51.75,6,"customer_service",0.93,103096,0,10.07,"C"
50.57,11,"human_resources",0.91,101128,0,1,"D"
45.44,6,"customer_service",0.07,90583,1,25.23,"E"
46.73,9,"customer_service",0.83,93182,1,26.74,"C"
41.94,6,"human_resources",0.23,83493,1,1,"A"
44.34,8,"customer_service",0.35,88726,0,36.14,"E"
41.93,5,"human_resources",1,83462,0,1,"E"
45.17,8,"human_resources",1,90407,1,1,"B"
41.51,9,"it_support",0.99,83038,0,5.39,"C"
48.78,4,"human_resources",1,97169,0,1,"A"
47.88,14,"it_support",0.01,96009,0,5.9,"A"
46.67,5,"customer_service",0.8,92943,0,31.32,"D"
48.92,16,"it_support",0.98,97865,1,5.46,"E"
45.75,11,"human_resources",0.77,92118,0,1,"C"
43.21,10,"customer_service",0.69,86111,0,78.72,"D"
46.61,11,"it_support",0.1,92955,0,9.85,"E"
46.5,13,"human_resources",1,93079,1,1,"E"
42.83,10,"human_resources",0.01,86002,0,1,"E"
48.5,16,"customer_service",0.95,96924,0,43.92,"D"
46.26,6,"human_resources",0.9,92472,0,1,"B"
41.06,4,"it_support",0.93,82389,0,17.6,"C"
44.51,11,"human_resources",0.69,88816,0,1,"E"
43.04,7,"human_resources",0.99,85955,1,1,"B"
50.55,9,"it_support",0.87,100926,0,6.37,"B"
46.71,7,"human_resources",0.28,94310,0,1,"C"
42.56,11,"it_support",1,85568,0,10.51,"E"
45.34,7,"it_support",1,90626,0,5.64,"E"
42.71,6,"human_resources",0,85145,1,1,"B"
41.12,11,"customer_service",0.28,82052,1,7.42,"A"
45.34,10,"human_resources",0.96,89970,0,1,"C"
47.99,14,"it_support",0.52,95961,0,12.36,"B"
44.27,9,"human_resources",0.43,88619,1,1,"C"
45.6,5,"human_resources",0.07,91066,0,1,"A"
39.62,6,"human_resources",0.64,79249,0,1,"A"
50.43,15,"human_resources",0.82,100889,0,1,"D"
45.96,5,"customer_service",0,91683,0,0.34,"B"
52.49,5,"customer_service",0.44,104510,0,111.78,"B"
45.71,12,"human_resources",0.88,91655,1,1,"A"
47.41,10,"customer_service",0.99,94547,0,101.94,"E"
45.33,7,"human_resources",0.21,90606,1,1,"B"
45.06,6,"customer_service",0.65,90780,1,18.32,"C"
43.25,10,"it_support",0.55,87482,0,7.43,"D"
46.75,9,"customer_service",0.9,93358,0,36.53,"E"
44,11,"customer_service",1,88300,0,77.93,"E"
44.51,9,"it_support",0.92,89132,0,2.54,"E"
46.77,13,"human_resources",0.1,93365,0,1,"C"
46.06,11,"customer_service",0.49,92486,0,93.78,"D"
49.01,13,"human_resources",0.74,98348,1,1,"C"
43.82,11,"human_resources",0.48,87691,0,1,"B"
41.15,3,"human_resources",0.89,82697,0,1,"C"
47.8,10,"it_support",0.12,95704,0,9.37,"D"
49.35,6,"it_support",0.08,98677,1,3.16,"C"
53.71,19,"human_resources",0.17,107267,0,1,"B"
42.18,9,"it_support",0.54,84152,0,9.41,"D"
48.61,9,"human_resources",0.23,96653,1,1,"A"
47.83,6,"human_resources",0.81,95592,1,1,"C"
41.16,8,"it_support",0,82666,0,12.21,"D"
49.49,17,"human_resources",0.11,99119,1,1,"D"
47.36,13,"it_support",0.74,94917,1,4.27,"D"
48.71,7,"human_resources",0.76,97813,1,1,"A"
43.51,8,"customer_service",0,87159,0,62.97,"C"
40.63,9,"it_support",0.74,80877,0,16.83,"B"
46.38,9,"human_resources",0.04,92100,1,1,"B"
39.01,10,"it_support",0.3,78336,0,7.75,"A"
47.67,13,"human_resources",0.77,95332,1,1,"A"
46.55,10,"human_resources",0.16,93015,0,1,"C"
48.7,10,"customer_service",0.61,96736,0,13.5,"E"
43.34,6,"it_support",0.02,86179,0,22.93,"C"
47.78,9,"it_support",0.99,95510,0,4.11,"E"
45.03,6,"it_support",0.05,89915,0,8.43,"A"
38.75,7,"human_resources",0.96,77462,1,1,"D"
43.45,5,"customer_service",0.57,86853,0,7.82,"C"
45.28,8,"it_support",0.45,90679,1,5.24,"E"
38.27,7,"customer_service",1,76175,0,6.7,"E"
45.77,10,"customer_service",0.01,91829,0,68.1,"E"
48.68,12,"it_support",0.91,97440,1,2.63,"D"
41.92,9,"human_resources",0.95,83507,0,1,"C"
47.06,12,"human_resources",0.84,94401,1,1,"E"
43.91,12,"human_resources",0.93,87634,0,1,"A"
40.32,13,"it_support",0.96,80810,0,7.62,"C"
48.92,4,"customer_service",0.89,98125,0,16.27,"A"
